Class,Order,Common Name,Country list,Region,system,biome,realm,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Aves,Falconiformes,Turkey vulture,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.01,0.011,0.012,0.012,0.013,0.014,0.016,0.017,0.018,0.019,0.021,0.022,0.024,0.027,0.028,0.03,0.032,0.04,0.036,0.047,0.051,0.054,0.056,0.063,0.06,0.063,0.082,0.077,0.156,0.1,0.094,0.148,0.166,0.14,0.15,0.176
Aves,Galliformes,Wild turkey,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.012,0.014,0.015,0.017,0.019,0.021,0.024,0.027,0.03,0.034,0.038,0.043,0.053,0.062,0.066,0.079,0.077,0.093,0.094,0.118,0.118,0.142,0.146,0.195,0.205,0.231,0.256,0.275,0.32,0.382,0.475,0.588,0.637,0.549,0.696,0.878,0.79,0.867
Aves,Passeriformes,Purple finch,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.006,0.007,0.007,0.007,0.008,0.007,0.008,0.008,0.008,0.011,0.008,0.009,0.009,0.013,0.013,0.013,0.01,0.01,0.018,0.01,0.016,0.011,0.011,0.015,0.012,0.011,0.011,0.011,0.012,0.012,0.012,0.012,0.013
Aves,Passeriformes,Henslow's sparrow,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Aves,Gruiformes,Sandhill crane,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.012,0.014,0.015,0.017,0.02,0.022,0.025,0.028,0.032,0.036,0.041,0.047,0.055,0.062,0.073,0.078,0.091,0.106,0.126,0.133,0.151,0.175,0.194,0.267,0.258,0.312,0.339,0.409,0.443,0.524,0.596,0.623,0.695,0.819,1,1.1,1.25,1.32
Aves,Passeriformes,Loggerhead shrike,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.006,0.006,0.006,0.007,0.006,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.005
Aves,Anseriformes,Mallard / Common mallard,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.014,0.015,0.017,0.019,0.021,0.024,0.026,0.029,0.032,0.036,0.041,0.046,0.05,0.055,0.062,0.068,0.078,0.089,0.094,0.104,0.119,0.131,0.15,0.166,0.183,0.202,0.231,0.256,0.287,0.309,0.339,0.399,0.44,0.502,0.52,0.583,0.656,0.727
Aves,Ciconiiformes,Least bittern,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.012,0.012,0.012,0.013,0.013,0.014,0.015,0.014,0.015,0.015,0.016,0.016,0.019,0.017,0.018,0.017,0.02,0.017,0.019
Aves,Ciconiiformes,Least bittern,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.012,0.012,0.012,0.013,0.013,0.014,0.015,0.014,0.015,0.015,0.016,0.016,0.019,0.017,0.018,0.017,0.02,0.017,0.019
Aves,Passeriformes,Western bluebird,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.01,0.011,0.012,0.013,0.013,0.014,0.015,0.017,0.018,0.019,0.02,0.021,0.023,0.027,0.027,0.029,0.042,0.037,0.035,0.039,0.056,0.046,0.059,0.056,0.062,0.078,0.076,0.095,0.092,0.096,0.101,0.103,0.135,0.156,,
Aves,Passeriformes,Blue jay,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.006,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.009,0.009,0.01,0.01,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.016,0.017,0.022,0.02,0.02,0.035,0.023,0.024,0.025,0.027,0.034,0.029,0.032,0.032,0.035,0.041,0.041,0.045,0.069,0.046,0.066,0.057,0.057,0.072,0.066,0.081
Aves,Pelecaniformes,Double-crested cormorant,Canada,North America,Marine,Unknown,Atlantic north temperate,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.015,0.016,0.018,0.02,0.022,0.024,0.027,0.03,0.033,0.039,0.041,0.045,0.053,0.055,0.062,0.072,0.086,0.086,0.093,0.12,0.128,0.141,0.163,0.2,0.185,0.211,0.247,0.269,0.309,0.344,0.392,0.448,0.477,0.547,0.645,0.715,0.766,0.897
Aves,Passeriformes,American tree sparrow,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.007,0.008,0.009,0.009,0.011,0.012,0.01,0.01,0.011,0.012,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.017,0.017,0.017,0.017,0.018,0.023,0.024,0.021,0.025,0.023,0.024,0.024,0.023,0.043,0.028,0.03,0.026,0.025,0.04,0.042,0.03,0.03,0.032,0.033,0.047,0.048
Aves,Falconiformes,Bald eagle,Canada,North America,Freshwater,Large lakes,Nearctic,0.007,0.007,0.008,0.009,0.01,0.011,0.012,0.014,0.015,0.017,0.018,0.02,0.023,0.025,0.028,0.032,0.034,0.038,0.042,0.046,0.051,0.058,0.062,0.072,0.077,0.086,0.092,0.109,0.119,0.13,0.156,0.159,0.192,0.203,0.23,0.262,0.279,0.304,0.363,0.369,0.444,0.488,0.522,0.593,0.635
Aves,Anseriformes,Canada goose,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.007,0.009,0.009,0.011,0.013,0.015,0.02,0.021,0.028,0.03,0.035,0.041,0.049,0.058,0.068,0.082,0.095,0.112,0.136,0.161,0.188,0.216,0.265,0.337,0.369,0.42,0.575,0.707,0.747,0.977,1.14,1.49,1.41,2.17,2.33,2.37,3.29,4.46,3.95,6.18,5.42,8.52,8.45,8.05,12.1
Aves,Passeriformes,Grasshopper sparrow,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.007,0.009,0.008,0.009,0.009,0.01,0.01,0.012,0.012,0.013,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.021,0.022,0.023,0.025,0.026,0.028,0.03,0.032,0.034,0.036,0.04,0.04,0.044,0.046,0.05,0.05,0.055,0.057,0.061,0.069,0.071,0.077,0.08,0.088,0.095,0.097,0.101,0.117
Aves,Passeriformes,Yellow-bellied flycatcher,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.008,0.021,0.008,0.009,0.031,0.009,0.01,0.023,0.009,0.008,0.008,0.008,0.008,0.025,0.009,0.009,0.033,0.01,0.01,0.009,0.01,0.029,0.01,0.01,0.009,0.029,0.009,0.006,0.015,0.009,0.007,0.007,0.013,0.007,0.014,0.007,0.009,0.007,0.009,0.029,0.009,0.009,0.032,0.155,0.006
Aves,Passeriformes,Fox sparrow,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.007,0.007,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.006,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.009,0.008,0.006,0.005,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.005
Aves,Passeriformes,Northern rough-winged swallow,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.008,0.008,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.012,0.012,0.012,0.013,0.013,0.013,0.014,0.014,0.014,0.016,0.015,0.015,0.016,0.016,0.016,0.017,0.017,0.022,0.018,0.019,0.019,0.02,0.02,0.026,0.024,0.024,0.031,0.022,0.026,0.026,0.025
Aves,Passeriformes,Blue-winged warbler,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.017,0.017,0.018,0.018,0.02,0.022,0.021,0.023,0.024,0.024,0.026,0.026,0.028,0.028,0.029,0.031,0.033,0.033,0.038,0.035,0.038,0.039,0.041,0.046,0.049,0.049
Aves,Passeriformes,Blue-winged warbler,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.017,0.017,0.018,0.018,0.02,0.022,0.021,0.023,0.024,0.024,0.026,0.026,0.028,0.028,0.029,0.031,0.033,0.033,0.038,0.035,0.038,0.039,0.041,0.046,0.049,0.049
Aves,Anseriformes,Gadwall,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.008,0.009,0.01,0.01,0.01,0.031,0.012,0.012,0.012,0.014,0.015,0.015,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.026,0.024,0.025,0.025,0.027,0.042,0.03,0.047,0.057,0.044,0.035,0.037,0.039,0.04,0.091,0.093,0.062,0.048,0.048,0.068,0.151,0.053,0.097,0.165,0.052,0.065
Aves,Anseriformes,Red-breasted merganser,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.012,0.007,0.007,0.007,0.007,0.007,0.007,0.016,0.008,0.008,0.006,0.019,0.016,0.009,0.006,0.009,0.01,0.006,0.009,0.006,0.005,0.027,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.009,0.005,0.009,0.005,0.005,0.01
Aves,Passeriformes,Blue-winged warbler,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.017,0.017,0.018,0.018,0.02,0.022,0.021,0.023,0.024,0.024,0.026,0.026,0.028,0.028,0.029,0.031,0.033,0.033,0.038,0.035,0.038,0.039,0.041,0.046,0.049,0.049
Aves,Passeriformes,Northern cardinal,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.009,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.019,0.02,0.022,0.024,0.026,0.028,0.031,0.034,0.036,0.04,0.043,0.047,0.068,0.061,0.06,0.068,0.071,0.084,0.092,0.095,0.102,0.107,0.134,0.137,0.149,0.169,0.195,0.22,0.243,0.256,0.244,0.29,0.298,0.359,0.362
Aves,Piciformes,Red-bellied woodpecker,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.009,0.01,0.012,0.013,0.015,0.016,0.019,0.021,0.024,0.027,0.028,0.031,0.036,0.04,0.046,0.051,0.055,0.064,0.069,0.077,0.09,0.098,0.106,0.128,0.143,0.143,0.165,0.179,0.218,0.223,0.282,0.271,0.318,0.353,0.483,0.466,0.588,0.65,0.703,0.727,0.859,0.903,0.942,1.19,1.16
Aves,Piciformes,Red-bellied woodpecker,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.009,0.01,0.012,0.013,0.015,0.016,0.019,0.021,0.024,0.027,0.028,0.031,0.036,0.04,0.046,0.051,0.055,0.064,0.069,0.077,0.09,0.098,0.106,0.128,0.143,0.143,0.165,0.179,0.218,0.223,0.282,0.271,0.318,0.353,0.483,0.466,0.588,0.65,0.703,0.727,0.859,0.903,0.942,1.19,1.16
Aves,Anseriformes,Northern shoveler,Canada,North America,Freshwater,Polar freshwaters,Nearctic,0.009,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.01,0.011,0.012,0.011,0.012,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.015,0.013,0.014,0.013,0.014,0.014,0.016,0.016,0.015,0.014,0.014,0.017,0.016,0.015,0.017,0.016,0.017,0.017,0.019,0.018
Aves,Passeriformes,Philadelphia vireo,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.012,0.013,0.014,0.014,0.015,0.016,0.016,0.017,0.018,0.018,0.019,0.02,0.024,0.022,0.023,0.024,0.026,0.027,0.028,0.031,0.039,0.034,0.03,0.03,0.041,0.036,0.034,0.05,0.06,0.04,0.046,0.052,0.044,0.05,0.06,0.056,0.058,0.081
Aves,Galliformes,Spruce grouse,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.01,0.011,0.011,0.012,0.012,0.013,0.014,0.016,0.016,0.017,0.018,0.019,0.02,0.022,0.023,0.025,0.027,0.028,0.03,0.032,0.034,0.037,0.039,0.041,0.046,0.047,0.049,0.056,0.056,0.061,0.063,0.068,0.07,0.078,0.08,0.087,0.097,0.102,0.109,0.11,0.118,0.134,0.134,0.14,0.168
Aves,Galliformes,Spruce grouse,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.01,0.011,0.012,0.012,0.013,0.014,0.015,0.017,0.016,0.018,0.019,0.02,0.022,0.023,0.025,0.026,0.028,0.03,0.031,0.033,0.035,0.039,0.042,0.043,0.054,0.049,0.052,0.058,0.059,0.065,0.067,0.072,0.075,0.082,0.086,0.095,0.103,0.108,0.118,0.117,0.124,0.142,0.144,0.147,0.178
Aves,Strigiformes,Barred owl,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.01,0.01,0.014,0.014,0.011,0.014,0.011,0.011,0.016,0.019,0.02,0.013,0.017,0.014,0.013,0.014,0.023,0.014,0.014,0.02,0.02,0.016,0.015,0.016,0.016,0.028,0.016,0.016,0.021,0.025,0.019,0.037,0.031,0.019,0.02,0.026,0.018,0.028,0.029,0.03,0.028,0.072,0.021,0.035,0.026
Aves,Strigiformes,Short-eared owl,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.01,0.01,0.009,0.008,0.008,0.008,0.007,0.008,0.007,0.007,0.008,0.006,0.006,0.006,0.005,0.005,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Aves,Podicipediformes,Horned grebe,Canada,North America,Freshwater,Polar freshwaters,Nearctic,0.01,0.01,0.011,0.012,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.016,0.017,0.017,0.018,0.019,0.02,0.02,0.022,0.023,0.023,0.024,0.025,0.027,0.027,0.028,0.031,0.031,0.033,0.035,0.036,0.039,0.042,0.04,0.044,0.044,0.048,0.048,0.051,0.052,0.055,0.055,0.058,0.065,0.062
Aves,Falconiformes,Northern goshawk,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.01,0.01,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.018,0.02,0.021,0.022,0.023,0.025,0.028,0.028,0.029,0.031,0.037,0.039,0.036,0.043,0.048,0.053,0.046,0.049,0.053,0.056,0.056,0.069,0.077,0.064,0.08,0.084,0.088,0.104,0.09,0.093,0.104,0.111,0.123,0.119
Elasmobranchii,Lamniformes,Grey nurse shark / Sand tiger shark,South Africa,Africa,Marine,Unknown,Tropical and subtropical Indo-Pacific,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Clay-colored sparrow,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.011,0.011,0.012,0.012,0.012,0.012,0.013,0.013,0.013,0.013,0.016,0.014,0.014,0.016,0.015,0.016,0.016,0.016,0.017,0.018,0.018,0.018,0.019,0.019,0.019,0.02,0.02,0.025,0.022,0.023,0.023,0.024,0.024,0.025,0.026,0.028,0.027,0.027,0.029,0.032,0.032,0.039,0.037,0.048,0.031
Aves,Passeriformes,Canada warbler,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.011,0.012,0.011,0.011,0.01,0.01,0.01,0.009,0.009,0.008,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.007,0.003,0.003,0.006,0.003,0.003,0.005,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001
Aves,Passeriformes,Great crested flycatcher,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.011,0.01,0.011,0.011,0.011,0.012,0.012,0.012,0.012,0.013,0.012,0.013,0.013,0.013,0.013,0.014,0.014,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.02,0.017,0.019,0.018,0.02,0.02,0.019,0.021,0.02,0.022,0.022,0.023,0.024,0.024,0.025,0.026,0.03,0.03,0.03,,
Aves,Passeriformes,Carolina wren,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.012,0.013,0.013,0.014,0.018,0.015,0.018,0.016,0.017,0.018,0.019,0.02,0.02,0.024,0.023,0.024,0.024,0.031,0.026,0.027,0.029,0.032,0.046,0.036,0.036,0.04,0.034,0.038,0.043,0.04,0.049,0.048,0.054,0.051,0.063,0.055,0.058,0.06,0.08,0.069,0.062,0.078,0.084,0.076,0.083
Aves,Passeriformes,Field sparrow,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.012,0.012,0.013,0.012,0.011,0.013,0.011,0.011,0.012,0.011,0.011,0.011,0.011,0.012,0.011,0.011,0.01,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.01,0.01,0.01,0.01,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.009,0.01,0.008,0.008,0.008,0.008,0.008,0.008
Aves,Anseriformes,Gadwall,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.012,0.014,0.016,0.035,0.021,0.018,0.018,0.023,0.023,0.025,0.023,0.028,0.028,0.03,0.026,0.044,0.05,0.085,0.223,0.104,0.041,0.056,0.084,0.059,0.097,0.153,0.096,0.236,0.117,0.459,0.178,0.18,0.207,0.276,0.263,0.49,0.473,0.589,0.532,0.411,0.624,0.918,0.619,,
Aves,Anseriformes,Hooded merganser,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.012,0.012,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.018,0.02,0.021,0.022,0.024,0.025,0.026,0.028,0.03,0.032,0.034,0.035,0.037,0.041,0.042,0.045,0.047,0.05,0.054,0.057,0.061,0.063,0.068,0.076,0.079,0.079,0.09,0.092,0.097,0.102,0.106,0.114,0.12,0.132,0.144,0.144
Aves,Charadriiformes,Caspian tern,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.012,0.013,0.013,0.015,0.014,0.015,0.014,0.015,0.015,0.015,0.016,0.016,0.016,0.018,0.017,0.018,0.018,0.019,0.019,0.02,0.02,0.021,0.021,0.022,0.022,0.023,0.024,0.025,0.026,0.026,0.027,0.027,0.028,0.029,0.03,0.03,0.031,0.032,0.034,0.034,0.036,0.036,0.036,0.042,0.042
Aves,Charadriiformes,Black-winged stilt,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.012,0.011,0.02,0.022,0.01,0.01,0.01,0.01,0.015,0.01,0.01,0.009,0.01,0.014,0.008,0.008,0.021,0.008,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.005,0.004,0.004,0.004,0.004,0.01,0.004,0.003,0.003,0.003,0.003,0.003
Aves,Passeriformes,Carolina wren,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.012,0.013,0.013,0.014,0.018,0.015,0.018,0.016,0.017,0.018,0.019,0.02,0.02,0.024,0.023,0.024,0.024,0.031,0.026,0.027,0.029,0.032,0.046,0.036,0.036,0.04,0.034,0.038,0.043,0.04,0.049,0.048,0.054,0.051,0.063,0.055,0.058,0.06,0.08,0.069,0.062,0.078,0.084,0.076,0.083
Aves,Gruiformes,Yellow rail,Canada,North America,Freshwater,Temperate floodplain rivers and wetlands,Nearctic,0.012,0.012,0.013,0.013,0.014,0.015,0.041,0.015,0.015,0.016,0.017,0.017,0.018,0.022,0.022,0.025,0.025,0.025,0.026,0.024,0.029,0.029,0.028,0.046,0.04,0.028,0.035,0.038,0.046,0.101,0.066,0.05,0.042,0.038,0.038,0.191,0.075,0.098,0.088,0.1,0.118,0.099,0.069,0.096,0.074
Aves,Passeriformes,House finch,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.012,0.013,0.012,0.019,0.011,0.01,0.018,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.012,0.011,0.012,0.01,0.021,0.01,0.027,0.01,0.01,0.01,0.009,0.016,0.058,0.015,0.023,0.01,0.009,0.009,0.024,0.053,0.01,0.017,0.01,0.009,0.018,0.01,0.01,0.017,0.01,0.011
Actinopterygii,Perciformes,Victoria tilapia,"Tanzania, United Republic Of",Africa,Freshwater,Large lakes,Afrotropical,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Scorpaeniformes,Lumpfish / Lumpsucker,United Kingdom,Europe,Marine,Unknown,Atlantic north temperate,0.013,,0.011,0.009,0.003,0.004,0.026,0.022,0.008,0.023,0.016,0.019,0.037,0.005,0.018,0.026,0.048,0.035,0.013,0.019,0.015,0.025,0.03,0.032,,,,,,,,,,,,,,,,,,,,,
Aves,Passeriformes,Philadelphia vireo,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.013,0.013,0.013,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.011,0.011,0.011,0.021,0.014,0.01,0.01,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.013,0.014,0.009,0.009,0.009,0.009,0.009,0.009,0.013,0.008,0.008,0.008,0.008,0.008,0.008,0.007,0.01,0.01,0.013
Aves,Pelecaniformes,American white pelican,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.013,0.014,0.015,0.016,0.017,0.019,0.02,0.021,0.024,0.025,0.026,0.03,0.032,0.032,0.039,0.039,0.039,0.048,0.053,0.054,0.052,0.056,0.06,0.065,0.076,0.081,0.079,0.088,0.102,0.113,0.115,0.122,0.124,0.134,0.162,0.145,0.165,0.174,0.181,0.194,0.232,0.261,0.276,0.268,0.303
Aves,Falconiformes,Turkey vulture,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.014,0.015,0.016,0.018,0.019,0.021,0.023,0.025,0.027,0.03,0.032,0.035,0.038,0.042,0.047,0.052,0.053,0.06,0.064,0.07,0.075,0.085,0.09,0.112,0.107,0.128,0.134,0.153,0.159,0.177,0.185,0.208,0.248,0.278,0.272,0.285,0.328,0.338,0.407,0.422,0.451,0.498,0.494,0.621,0.72
Aves,Gruiformes,Virginia rail,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.014,0.014,0.014,0.016,0.014,0.014,0.016,0.017,0.015,0.015,0.017,0.018,0.018,0.02,0.016,0.017,0.017,0.018,0.02,0.018,0.019,0.019,0.022,0.023,0.02,0.02,0.028,0.03,0.03,0.027,0.022,0.022,0.022,0.041,0.026,0.028,0.022,0.024,0.034,0.035,0.033,0.028,0.028,0.025,0.058
Aves,Passeriformes,Orange-crowned warbler,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.014,0.013,0.015,0.016,0.013,0.014,0.013,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.012,0.013,0.013,0.012,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.012,0.012,0.012,0.012,0.011,0.012,0.012,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.01,0.011,0.011
Aves,Anseriformes,Hooded merganser,Canada,North America,Freshwater,Large lakes,Nearctic,0.014,0.014,0.016,0.016,0.016,0.017,0.017,0.019,0.02,0.02,0.022,0.022,0.023,0.024,0.026,0.028,0.028,0.03,0.031,0.033,0.033,0.036,0.038,0.041,0.045,0.044,0.047,0.05,0.049,0.05,0.059,0.055,0.06,0.064,0.068,0.074,0.073,0.079,0.076,0.086,0.084,0.09,0.104,0.1,0.11
Aves,Falconiformes,Red-shouldered hawk,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,0.014,0.015,0.015,0.014,0.015,0.014,0.014,0.015,0.014,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.016,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.018,0.019,0.019,0.02,0.02,0.021,0.023,0.022,0.022,0.023,0.023,0.022,0.022,0.024,0.027,0.026,0.025,0.025
Aves,Anseriformes,Mallard / Common mallard,Canada,North America,Freshwater,Temperate coastal rivers,Nearctic,0.014,0.016,0.018,0.02,0.022,0.024,0.027,0.031,0.035,0.037,0.041,0.046,0.051,0.056,0.061,0.072,0.075,0.086,0.094,0.107,0.115,0.124,0.141,0.153,0.17,0.198,0.214,0.238,0.275,0.296,0.332,0.374,0.419,0.433,0.495,0.576,0.619,0.684,0.788,0.895,0.885,1.05,1.21,1.34,1.48
Aves,Falconiformes,Sharp-shinned hawk,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.014,0.014,0.014,0.014,0.015,0.015,0.016,0.016,0.016,0.016,0.016,0.017,0.018,0.017,0.017,0.017,0.018,0.018,0.02,0.018,0.02,0.021,0.019,0.02,0.023,0.022,0.022,0.023,0.022,0.026,0.022,0.024,0.023,0.023,0.026,0.024,0.026,0.025,0.026,0.026,0.03,0.03,0.028,0.028,0.03
Aves,Passeriformes,Western bluebird,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,0.014,0.015,0.016,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.026,0.027,0.028,0.03,0.032,0.033,0.035,0.037,0.038,0.042,0.046,0.045,0.048,0.062,0.056,0.056,0.061,0.074,0.067,0.077,0.076,0.082,0.09,0.092,0.104,0.105,0.107,0.113,0.114,0.131,0.137,0.147,0.157
Aves,Passeriformes,House finch,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,0.014,0.015,0.016,0.019,0.018,0.021,0.021,0.022,0.02,0.021,0.023,0.023,0.026,0.028,0.029,0.03,0.033,0.035,0.041,0.039,0.067,0.149,0.159,0.265,0.383,0.228,0.312,0.237,0.285,0.278,0.184,0.19,0.141,0.125,0.161,0.13,0.144,0.157,0.261,0.173,0.192,0.097,0.102,0.116,0.103
